"사용일자","노선명","역명","승차총승객수","하차총승객수"
"2022-01-02","1호선","종각",10056,8862
"2022-01-02","1호선","시청",5933,5744
"2022-01-02","1호선","동묘앞",10028,10292
"2022-01-02","1호선","서울역",26464,20031
"2022-01-02","8호선","신흥",2385,2611
"2022-01-02","1호선","동대문",7925,7654
"2022-01-02","중앙선","지평",36,22
"2022-01-02","중앙선","용문",1489,1064
"2022-01-02","중앙선","원덕",266,200
"2022-01-02","중앙선","양평",1772,1522
"2022-01-02","중앙선","오빈",176,147
"2022-01-02","중앙선","아신",362,320
"2022-01-02","중앙선","국수",418,329
"2022-01-02","중앙선","신원",137,103
"2022-01-02","중앙선","양수",1210,1140
"2022-01-02","중앙선","운길산",656,589
"2022-01-02","중앙선","팔당",909,949
"2022-01-02","중앙선","도심",1013,881
"2022-01-02","중앙선","덕소",2794,2753
"2022-01-02","중앙선","양정",345,287
"2022-01-02","중앙선","도농",4316,4257
"2022-01-02","중앙선","구리",6322,6649
"2022-01-02","중앙선","양원",805,821
"2022-01-02","중앙선","망우",3998,4088
"2022-01-02","중앙선","상봉(시외버스터미널)",3269,3309
"2022-01-02","중앙선","중랑",2812,2804
"2022-01-02","중앙선","회기",11714,12684
"2022-01-02","장항선","신창(순천향대)",709,864
"2022-01-02","장항선","온양온천",2973,2960
"2022-01-02","장항선","배방",634,706
"2022-01-02","장항선","탕정",229,282
"2022-01-02","장항선","아산",3102,1797
"2022-01-02","장항선","쌍용(나사렛대)",1021,983
"2022-01-02","장항선","봉명",439,443
"2022-01-02","일산선","대화",5218,4771
"2022-01-02","일산선","주엽",3930,3869
"2022-01-02","일산선","정발산",4426,4484
"2022-01-02","일산선","마두",2848,2806
"2022-01-02","일산선","백석",4966,4906
"2022-01-02","일산선","대곡",795,635
"2022-01-02","일산선","화정",8254,8554
"2022-01-02","일산선","원당",5141,5017
"2022-01-02","일산선","삼송",9297,9094
"2022-01-02","일산선","지축",1,0
"2022-01-02","일산선","원흥",4529,4442
"2022-01-02","우이신설선","신설동",1028,957
"2022-01-02","우이신설선","보문",810,823
"2022-01-02","우이신설선","성신여대입구(돈암)",2015,2262
"2022-01-02","우이신설선","정릉",2259,2013
"2022-01-02","우이신설선","북한산보국문",3071,2933
"2022-01-02","우이신설선","솔샘",2444,2286
"2022-01-02","우이신설선","삼양사거리",1294,1316
"2022-01-02","우이신설선","삼양",1053,1049
"2022-01-02","우이신설선","화계",1813,1727
"2022-01-02","우이신설선","가오리",2048,1952
"2022-01-02","우이신설선","4.19민주묘지",1617,1422
"2022-01-02","우이신설선","솔밭공원",1250,1206
"2022-01-02","우이신설선","북한산우이",2398,2469
"2022-01-02","안산선","수리산",1707,1701
"2022-01-02","안산선","오이도",4978,4911
"2022-01-02","안산선","정왕",4372,4918
"2022-01-02","안산선","신길온천",991,896
"2022-01-02","안산선","안산",8478,7527
"2022-01-02","안산선","초지",2001,1852
"2022-01-02","안산선","고잔",3616,3179
"2022-01-02","안산선","중앙",10335,9847
"2022-01-02","안산선","한대앞",4433,4229
"2022-01-02","안산선","상록수",7844,7605
"2022-01-02","안산선","반월",2035,2075
"2022-01-02","안산선","대야미",2394,2096
"2022-01-02","안산선","산본",7632,6913
"2022-01-02","수인선","인천",940,1350
"2022-01-02","수인선","신포",1032,987
"2022-01-02","수인선","숭의",1781,1633
"2022-01-02","수인선","인하대",2630,2609
"2022-01-02","수인선","송도",1304,1315
"2022-01-02","수인선","연수",2541,2502
"2022-01-02","수인선","원인재",2575,2693
"2022-01-02","수인선","남동인더스파크",414,466
"2022-01-02","수인선","호구포",1681,1755
"2022-01-02","수인선","인천논현",2607,2802
"2022-01-02","수인선","소래포구",3674,3507
"2022-01-02","수인선","월곶",1497,1459
"2022-01-02","수인선","달월",33,36
"2022-01-02","수인선","사리",2336,1876
"2022-01-02","수인선","야목",173,144
"2022-01-02","수인선","어천",404,549
"2022-01-02","수인선","오목천",1263,1354
"2022-01-02","수인선","고색",1479,1583
"2022-01-02","분당선","매교",1181,1214
"2022-01-02","분당선","수원시청",6127,6320
"2022-01-02","분당선","매탄권선",2188,2179
"2022-01-02","분당선","망포",5471,6140
"2022-01-02","분당선","영통",4147,4351
"2022-01-02","분당선","청명",1723,1753
"2022-01-02","분당선","상갈",2507,2595
"2022-01-02","분당선","기흥",4334,4047
"2022-01-02","분당선","신갈",1669,1739
"2022-01-02","분당선","구성",2122,2214
"2022-01-02","분당선","죽전",7083,8152
"2022-01-02","분당선","보정",1000,965
"2022-01-02","분당선","이매",2819,2981
"2022-01-02","분당선","오리",4600,4018
"2022-01-02","분당선","정자",6446,6937
"2022-01-02","분당선","수내",5245,5244
"2022-01-02","분당선","서현",13629,13575
"2022-01-02","분당선","야탑",12108,11987
"2022-01-02","분당선","모란",9397,9996
"2022-01-02","분당선","태평",6910,6727
"2022-01-02","분당선","가천대",2683,3491
"2022-01-02","분당선","선정릉",1515,1666
"2022-01-02","분당선","강남구청",2477,2897
"2022-01-02","분당선","압구정로데오",8748,9297
"2022-01-02","분당선","서울숲",3821,3894
"2022-01-02","분당선","수원",5264,4461
"2022-01-02","분당선","수서",8247,6553
"2022-01-02","분당선","대모산입구",1722,1658
"2022-01-02","분당선","개포동",1563,1573
"2022-01-02","분당선","구룡",593,726
"2022-01-02","분당선","도곡",2245,2214
"2022-01-02","분당선","한티",7690,7513
"2022-01-02","분당선","선릉",2172,3237
"2022-01-02","과천선","범계",12791,12319
"2022-01-02","과천선","평촌",5144,5031
"2022-01-02","과천선","인덕원",9002,9295
"2022-01-02","과천선","정부과천청사",3476,3691
"2022-01-02","과천선","과천",2880,2769
"2022-01-02","과천선","대공원",2675,2790
"2022-01-02","과천선","경마공원",560,521
"2022-01-02","과천선","선바위",2868,2681
"2022-01-02","공항철도 1호선","영종",2032,1896
"2022-01-02","공항철도 1호선","인천공항2터미널",1791,1714
"2022-01-02","공항철도 1호선","인천공항1터미널",3129,3391
"2022-01-02","공항철도 1호선","공항화물청사",887,926
"2022-01-02","공항철도 1호선","운서",4037,4513
"2022-01-02","공항철도 1호선","청라국제도시",2640,2440
"2022-01-02","공항철도 1호선","검암",3023,2966
"2022-01-02","공항철도 1호선","계양",4421,4159
"2022-01-02","공항철도 1호선","김포공항",10988,5498
"2022-01-02","공항철도 1호선","마곡나루(서울식물원)",1673,1976
"2022-01-02","공항철도 1호선","디지털미디어시티",2741,2965
"2022-01-02","공항철도 1호선","홍대입구",8011,7906
"2022-01-02","공항철도 1호선","공덕",933,1293
"2022-01-02","공항철도 1호선","서울역",7609,5335
"2022-01-02","경춘선","춘천",1174,952
"2022-01-02","경춘선","남춘천",2315,2209
"2022-01-02","경춘선","김유정",292,243
"2022-01-02","경춘선","강촌",409,343
"2022-01-02","경춘선","백양리",234,167
"2022-01-02","경춘선","굴봉산",120,164
"2022-01-02","경춘선","가평",1277,955
"2022-01-02","경춘선","상천",256,182
"2022-01-02","경춘선","청평",1144,966
"2022-01-02","경춘선","대성리",359,239
"2022-01-02","경춘선","마석",1994,1943
"2022-01-02","경춘선","천마산",927,917
"2022-01-02","경춘선","평내호평",2856,2644
"2022-01-02","경춘선","금곡",704,667
"2022-01-02","경춘선","사릉",1329,1356
"2022-01-02","경춘선","퇴계원",1729,1499
"2022-01-02","경춘선","별내",1547,1514
"2022-01-02","경춘선","갈매",1167,1047
"2022-01-02","경춘선","신내",715,735
"2022-01-02","경인선","도화",2108,1959
"2022-01-02","경인선","중동",4264,3989
"2022-01-02","경인선","온수(성공회대입구)",3014,2883
"2022-01-02","경인선","도원",1322,1328
"2022-01-02","경인선","간석",2806,2670
"2022-01-02","경인선","부개",4052,3840
"2022-01-02","경인선","소사",4246,3986
"2022-01-02","경인선","구일",2605,2624
"2022-01-02","경인선","인천",3053,2451
"2022-01-02","경인선","동인천",8117,7665
"2022-01-02","경인선","제물포",4641,4373
"2022-01-02","경인선","주안",9878,8635
"2022-01-02","경인선","동암",8331,8074
"2022-01-02","경인선","백운",3332,3209
"2022-01-02","경인선","부평",20403,20198
"2022-01-02","경인선","송내",10961,10437
"2022-01-02","경인선","부천",19755,19126
"2022-01-02","경인선","역곡",12503,12243
"2022-01-02","경인선","오류동",6108,5888
"2022-01-02","경인선","개봉",9742,9885
"2022-01-02","경의선","임진강",43,58
"2022-01-02","경의선","문산",3095,3127
"2022-01-02","경의선","파주",568,425
"2022-01-02","경의선","월롱",751,1798
"2022-01-02","경의선","금촌",3528,3759
"2022-01-02","경의선","금릉",2504,2506
"2022-01-02","경의선","운정",3145,3025
"2022-01-02","경의선","야당",4161,3933
"2022-01-02","경의선","탄현",3666,3353
"2022-01-02","경의선","일산",4011,3628
"2022-01-02","경의선","풍산",3052,2770
"2022-01-02","경의선","백마",2891,2756
"2022-01-02","경의선","곡산",240,223
"2022-01-02","경의선","능곡",1805,1781
"2022-01-02","경의선","행신",3825,3389
"2022-01-02","경의선","강매",1278,1206
"2022-01-02","경의선","화전",559,605
"2022-01-02","경의선","수색",701,831
"2022-01-02","경의선","디지털미디어시티",1088,1035
"2022-01-02","경의선","가좌",2182,2313
"2022-01-02","경의선","홍대입구",1329,1653
"2022-01-02","경의선","서강대",994,1113
"2022-01-02","경의선","공덕",1261,1147
"2022-01-02","경의선","효창공원앞",1096,1301
"2022-01-02","경의선","신촌",218,240
"2022-01-02","경의선","서울역",914,790
"2022-01-02","경원선","소요산",2820,2301
"2022-01-02","경원선","동두천",1068,1252
"2022-01-02","경원선","보산",980,1151
"2022-01-02","경원선","동두천중앙",1754,1608
"2022-01-02","경원선","지행",3703,3680
"2022-01-02","경원선","덕정",2802,3050
"2022-01-02","경원선","덕계",1496,1361
"2022-01-02","경원선","양주",4171,4007
"2022-01-02","경원선","녹양",2261,2092
"2022-01-02","경원선","가능",3229,3049
"2022-01-02","경원선","의정부",12496,12549
"2022-01-02","경원선","회룡",6390,6138
"2022-01-02","경원선","망월사",3655,3810
"2022-01-02","경원선","도봉산",6606,4567
"2022-01-02","경원선","도봉",2954,2799
"2022-01-02","경원선","방학",5070,4958
"2022-01-02","경원선","녹천",2185,1839
"2022-01-02","경원선","월계",3132,3031
"2022-01-02","경원선","광운대",3441,3578
"2022-01-02","경원선","석계",4167,4521
"2022-01-02","경원선","신이문",3898,3737
"2022-01-02","경원선","외대앞",3648,3950
"2022-01-02","경원선","청량리(서울시립대입구)",13206,10555
"2022-01-02","경원선","왕십리(성동구청)",8462,9540
"2022-01-02","경원선","응봉",824,797
"2022-01-02","경원선","옥수",74,17
"2022-01-02","경원선","한남",1549,1559
"2022-01-02","경원선","서빙고",1105,1194
"2022-01-02","경원선","이촌(국립중앙박물관)",1901,1506
"2022-01-02","경부선","광명",2595,1546
"2022-01-02","경부선","서동탄",649,679
"2022-01-02","경부선","당정",2616,2553
"2022-01-02","경부선","천안",5021,4792
"2022-01-02","경부선","두정",3286,3617
"2022-01-02","경부선","직산",479,543
"2022-01-02","경부선","성환",1798,2287
"2022-01-02","경부선","평택",9807,10202
"2022-01-02","경부선","평택지제",2340,2132
"2022-01-02","경부선","서정리",3595,5927
"2022-01-02","경부선","송탄",2976,3876
"2022-01-02","경부선","진위",742,709
"2022-01-02","경부선","오산",6742,7507
"2022-01-02","경부선","오산대",1728,1681
"2022-01-02","경부선","세마",1408,1381
"2022-01-02","경부선","병점",7829,8665
"2022-01-02","경부선","세류",1703,1653
"2022-01-02","경부선","독산",4949,5259
"2022-01-02","경부선","수원",30134,28307
"2022-01-02","경부선","화서",3259,3126
"2022-01-02","경부선","성균관대",6249,6931
"2022-01-02","경부선","의왕",3474,3592
"2022-01-02","경부선","군포",2443,2453
"2022-01-02","경부선","금정",11130,11646
"2022-01-02","경부선","명학",2575,2598
"2022-01-02","경부선","안양",11263,10822
"2022-01-02","경부선","관악",3757,3347
"2022-01-02","경부선","석수",4205,4071
"2022-01-02","경부선","금천구청",5324,5153
"2022-01-02","경부선","가산디지털단지",3867,5643
"2022-01-02","경부선","구로",7787,7701
"2022-01-02","경부선","신길",3700,3570
"2022-01-02","경부선","신도림",1692,1663
"2022-01-02","경부선","영등포",29293,28250
"2022-01-02","경부선","대방",4796,5467
"2022-01-02","경부선","노량진",4725,4806
"2022-01-02","경부선","용산",31414,24205
"2022-01-02","경부선","남영",3803,4235
"2022-01-02","경부선","서울역",8276,1456
"2022-01-02","경강선","여주",1918,1566
"2022-01-02","경강선","세종대왕릉",223,198
"2022-01-02","경강선","부발",1652,2166
"2022-01-02","경강선","이천",1957,2065
"2022-01-02","경강선","신둔도예촌",817,710
"2022-01-02","경강선","곤지암",1333,1454
"2022-01-02","경강선","초월",1415,1415
"2022-01-02","경강선","경기광주",3581,3390
"2022-01-02","경강선","삼동",918,922
"2022-01-02","경강선","이매",563,449
"2022-01-02","경강선","판교",2469,2330
"2022-01-02","9호선2~3단계","중앙보훈병원",2746,2709
"2022-01-02","9호선2~3단계","둔촌오륜",350,392
"2022-01-02","9호선2~3단계","올림픽공원(한국체대)",4392,4333
"2022-01-02","9호선2~3단계","한성백제",1049,1079
"2022-01-02","9호선2~3단계","송파나루",2618,2984
"2022-01-02","9호선2~3단계","석촌",3756,3520
"2022-01-02","9호선2~3단계","석촌고분",2520,2735
"2022-01-02","9호선2~3단계","삼전",2926,3136
"2022-01-02","9호선2~3단계","종합운동장",1651,1751
"2022-01-02","9호선2~3단계","봉은사",5861,6141
"2022-01-02","9호선2~3단계","삼성중앙",1491,1670
"2022-01-02","9호선2~3단계","선정릉",2156,2523
"2022-01-02","9호선2~3단계","언주",2613,2890
"2022-01-02","9호선","신논현",13234,12492
"2022-01-02","9호선","사평",1353,1448
"2022-01-02","9호선","고속터미널",9114,10548
"2022-01-02","9호선","신반포",1328,1321
"2022-01-02","9호선","구반포",471,462
"2022-01-02","9호선","동작(현충원)",1006,830
"2022-01-02","9호선","흑석(중앙대입구)",3220,3460
"2022-01-02","9호선","노들",2110,1966
"2022-01-02","9호선","노량진",11771,13531
"2022-01-02","9호선","샛강",1347,1380
"2022-01-02","9호선","여의도",7506,6835
"2022-01-02","9호선","국회의사당",3731,3447
"2022-01-02","9호선","당산",6893,7440
"2022-01-02","9호선","선유도",2131,2391
"2022-01-02","9호선","신목동",1427,1327
"2022-01-02","9호선","염창",6847,7311
"2022-01-02","9호선","등촌",4364,4656
"2022-01-02","9호선","증미",2648,2964
"2022-01-02","9호선","가양",8201,8663
"2022-01-02","9호선","양천향교",3297,3844
